image,label,class_id,class_name,source_dataset,source_url,source_version,license,original_id,original_class,group_id,split,sha256,bbox_count,width,height,reviewed
dataset_rural/images/test/jaguar_065261ae-92d5-11e9-8b3f-000d3a74c7de.jpg,dataset_rural/labels/test/jaguar_065261ae-92d5-11e9-8b3f-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0174/0869.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),065261ae-92d5-11e9-8b3f-000d3a74c7de,panthera onca,seq:bol-017-d0057-23,test,079c5bd347dc1543f6a8d9340f451c57ea8611a0ff783401c42946fe06c674c5,2,2048,1536,false
dataset_rural/images/train/jaguar_0652fe48-92d5-11e9-a4b7-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_0652fe48-92d5-11e9-a4b7-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0174/0883.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),0652fe48-92d5-11e9-a4b7-000d3a74c7de,panthera onca,seq:bol-017-d0058-23,train,90f1d47cb306a0393466385ba2bf629f8906e1195b7b00a3d144655eb2d345e0,2,1920,1080,false
dataset_rural/images/train/jaguar_06534c34-92d5-11e9-bf22-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_06534c34-92d5-11e9-bf22-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0174/0889.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),06534c34-92d5-11e9-bf22-000d3a74c7de,panthera onca,seq:bol-017-d0057-24,train,9e7325230e1d1a91e514813f2063b1592ed863e69a8a283f500a02e73b7efb01,1,2048,1536,false
dataset_rural/images/test/jaguar_06eef320-92d5-11e9-8f49-000d3a74c7de.jpg,dataset_rural/labels/test/jaguar_06eef320-92d5-11e9-8f49-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0176/0066.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),06eef320-92d5-11e9-8f49-000d3a74c7de,panthera onca,seq:bol-017-d0002-28,test,5d2005da70a66e518b416debc2c08d77f3299739c454e8d6138625d0105bf1ea,1,1920,1080,false
dataset_rural/images/test/jaguar_06ef1a1c-92d5-11e9-816e-000d3a74c7de.jpg,dataset_rural/labels/test/jaguar_06ef1a1c-92d5-11e9-816e-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0176/0067.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),06ef1a1c-92d5-11e9-816e-000d3a74c7de,panthera onca,seq:bol-017-d0002-28,test,11aee55a91919ea110d77109e91306ca0a1634860745d2d21419ee291ab66542,1,1920,1080,false
dataset_rural/images/train/jaguar_07738cc8-92d5-11e9-a629-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_07738cc8-92d5-11e9-a629-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0177/0908.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),07738cc8-92d5-11e9-a629-000d3a74c7de,panthera onca,seq:bol-017-d0057-29,train,f8af506ccabbf0c85e34547a5bd84788a0b7528244fac5d0ad09b9c063ecc856,1,2048,1536,false
dataset_rural/images/train/jaguar_0773b39d-92d5-11e9-8ee1-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_0773b39d-92d5-11e9-8ee1-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0177/0911.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),0773b39d-92d5-11e9-8ee1-000d3a74c7de,panthera onca,seq:bol-017-d0057-29,train,8771de05f1c9234b18f0b210eab19d0ee23bd387193a6bfe2df86fd0891136a2,1,2048,1536,false
dataset_rural/images/train/jaguar_078c4487-92d5-11e9-807d-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_078c4487-92d5-11e9-807d-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0177/1437.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),078c4487-92d5-11e9-807d-000d3a74c7de,panthera onca,seq:bol-017-d0065-24,train,197b24aa965920604bfa39b3a7a5441e7442f2cec14bf9cd87ce3d0c1dc68754,1,2048,1536,false
dataset_rural/images/train/jaguar_083c821e-92d5-11e9-b03f-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_083c821e-92d5-11e9-b03f-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0179/1309.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),083c821e-92d5-11e9-b03f-000d3a74c7de,panthera onca,seq:bol-017-d0056-44,train,60444115a99cbaf7598b8457ed3b8e5e13f40ad04751088efd1bb499386ab334,1,2048,1536,false
dataset_rural/images/train/jaguar_083c8222-92d5-11e9-a27c-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_083c8222-92d5-11e9-a27c-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0179/1311.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),083c8222-92d5-11e9-a27c-000d3a74c7de,panthera onca,seq:bol-017-d0056-44,train,aa8bfa1f9b4df8d6ad60c91046033a1cc0dcd64ef88e9ada5c572a786a4e4d1a,1,2048,1536,false
dataset_rural/images/train/jaguar_083cf75c-92d5-11e9-8e25-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_083cf75c-92d5-11e9-8e25-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0179/1319.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),083cf75c-92d5-11e9-8e25-000d3a74c7de,panthera onca,seq:bol-017-d0055-88,train,2e114fc5ca18be20098d64deee79687262829adbe8c80f0f0fac216e3aaa0b8a,1,2048,1536,false
dataset_rural/images/train/jaguar_09048c80-92d5-11e9-8d1e-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_09048c80-92d5-11e9-8d1e-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0181/1637.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),09048c80-92d5-11e9-8d1e-000d3a74c7de,panthera onca,seq:bol-017-d0065-60,train,65d28f434f2a4c2864936964ee2cceb58c175ed6cc778a6aac0a9d08e711092e,1,2048,1536,false
dataset_rural/images/train/jaguar_09a62af9-92d5-11e9-8f7a-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_09a62af9-92d5-11e9-8f7a-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0183/1172.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),09a62af9-92d5-11e9-8f7a-000d3a74c7de,panthera onca,seq:ecu-012-d0002-2,train,16b402d5c208393e795f2974acd42bf114d38f8d1694ca01b948d13c7e45f558,1,1118,869,false
dataset_rural/images/train/jaguar_09a651fa-92d5-11e9-9876-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_09a651fa-92d5-11e9-9876-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0183/1173.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),09a651fa-92d5-11e9-9876-000d3a74c7de,panthera onca,seq:ecu-012-d0002-3,train,c680c497f71fc2be379d07026ea4844fbb7161987547e0074360829844bdc5b8,2,3774,2206,false
dataset_rural/images/train/jaguar_09a6ee1e-92d5-11e9-b803-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_09a6ee1e-92d5-11e9-b803-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0183/1186.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),09a6ee1e-92d5-11e9-b803-000d3a74c7de,panthera onca,seq:ecu-012-d0005-8,train,9a3b40bbb801eb567d8c2f229779018dfde754bae65f1b9b718dfc3ac3848f53,1,1878,1158,false
dataset_rural/images/train/jaguar_09a6ee24-92d5-11e9-ac8d-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_09a6ee24-92d5-11e9-ac8d-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0183/1189.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),09a6ee24-92d5-11e9-ac8d-000d3a74c7de,panthera onca,seq:ecu-012-d0006-3,train,2be1276579696c678b8bd81d476193cbf3057d50726e89f30a827ea4c6409531,1,2349,1684,false
dataset_rural/images/train/jaguar_09a84e0c-92d5-11e9-967a-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_09a84e0c-92d5-11e9-967a-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0183/1216.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),09a84e0c-92d5-11e9-967a-000d3a74c7de,panthera onca,seq:ecu-012-d0012-4,train,8db492739200445a440529c9744a27a094b533207e2bc8e22b3b6f0897ee5e1c,1,1648,1057,false
dataset_rural/images/train/jaguar_09a87528-92d5-11e9-a35e-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_09a87528-92d5-11e9-a35e-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0183/1221.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),09a87528-92d5-11e9-a35e-000d3a74c7de,panthera onca,seq:ecu-012-d0012-10,train,c60064c52cb0df7ee515d4a06decd0206c611e295c0c43ea2f5bdcddeaf09ba1,1,1205,1018,false
dataset_rural/images/train/jaguar_09a9383a-92d5-11e9-af4d-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_09a9383a-92d5-11e9-af4d-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0183/1237.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),09a9383a-92d5-11e9-af4d-000d3a74c7de,panthera onca,seq:ecu-012-d0013-16,train,dd40109dec6633658b504ba13d1d0831c5afb906336402dde829087c5fa68944,1,1675,1278,false
dataset_rural/images/test/jaguar_09a95fc7-92d5-11e9-a9a6-000d3a74c7de.jpg,dataset_rural/labels/test/jaguar_09a95fc7-92d5-11e9-a9a6-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0183/1240.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),09a95fc7-92d5-11e9-a9a6-000d3a74c7de,panthera onca,seq:ecu-012-d0014-3,test,1b4f8ce76abeaae90f51c0058e94ff63e470fd002f0f2cb6a79b82e85e3d3cf8,1,1223,799,false
dataset_rural/images/train/jaguar_09b82c7c-92d5-11e9-b4fb-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_09b82c7c-92d5-11e9-b4fb-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0183/1554.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),09b82c7c-92d5-11e9-b4fb-000d3a74c7de,panthera onca,seq:ecu-011-d0019-16,train,57e9a6eb5151a6e32bb12bcfbb51361ca45a3b4879a99c3040fb3d3858e80bc0,1,1146,830,false
dataset_rural/images/train/jaguar_09b82c7e-92d5-11e9-9375-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_09b82c7e-92d5-11e9-9375-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0183/1555.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),09b82c7e-92d5-11e9-9375-000d3a74c7de,panthera onca,seq:ecu-011-d0109-1,train,c5dbe3226a71131467cb1d58d891bf4654e8c6065a51bfb4f0a580a36e18b5a5,1,730,591,false
dataset_rural/images/train/jaguar_09c39f2d-92d5-11e9-b4c6-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_09c39f2d-92d5-11e9-b4c6-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0183/1798.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),09c39f2d-92d5-11e9-b4c6-000d3a74c7de,panthera onca,seq:ecu-011-d0104-2,train,38e92cc9b61da82663fb4f6fc4dcca663039b670790d17fd1f3c985cce042959,1,601,449,false
dataset_rural/images/train/jaguar_09c76fc1-92d5-11e9-926b-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_09c76fc1-92d5-11e9-926b-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0183/1878.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),09c76fc1-92d5-11e9-926b-000d3a74c7de,panthera onca,seq:ecu-011-d0058-3,train,e58fed037046be6bb2e7a2b2f06dd9cc6145021e0203f12885ed5f0de69a9210,1,1032,686,false
dataset_rural/images/train/jaguar_09cbb5a8-92d5-11e9-8c70-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_09cbb5a8-92d5-11e9-8c70-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0183/1972.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),09cbb5a8-92d5-11e9-8c70-000d3a74c7de,panthera onca,seq:ecu-011-d0055-4,train,ee87d756f8903a0fa5c042cf74d9e400c3322dbfab04b28f79ce7cee1086cb4d,1,673,669,false
